gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Support_Tickets,App_Logins,Data_Usage_GB,Gouvernorat
Female,0,No,No,10,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,No,Electronic check,36.25,374.0,No,3,9,145.26,Tunis
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,5,3,1.09,Manouba
Female,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,6,2,39.88,Mahdia
Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.6,5581.05,No,4,12,82.64,Tunis
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,No,3,22,21.13,Gabès
Female,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.9,3379.25,No,1,7,126.54,Ben Arous
Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,942.95,No,0,27,69.09,Gafsa
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,No,2,22,62.6,Sfax
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,7,1,9.23,Tunis
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,No,3,11,73.11,Sidi Bouzid
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,Yes,8,1,37.46,Sfax
Female,1,No,No,35,No,No phone service,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.85,1434.6,No,3,23,13.9,Bizerte
Female,0,No,No,67,Yes,No,DSL,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.5,3870.0,No,1,11,107.83,Sousse
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,8,3,36.37,Mahdia
Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,No,3,19,44.5,Sousse
Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,No,0,7,106.1,Tozeur
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,4,2,21.82,Tunis
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1901.0,No,4,27,28.55,Nabeul
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,No,2,13,53.03,Jendouba
Male,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,6,5,35.38,Mahdia
Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,No,2,20,77.01,Tataouine
Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,No,0,14,103.49,Médiénine
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,No,0,13,83.67,Sidi Bouzid
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,No,0,6,13.28,Sousse
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,4,1,7.53,Kasserine
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,No,3,28,88.97,Gafsa
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,No,3,8,39.24,Gabès
Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,No,3,20,22.83,Bizerte
Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,No,3,26,49.19,Sousse
Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,No,1,5,41.13,Ben Arous
Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,No,3,5,101.16,Monastir
Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.95,107.1,No,1,23,139.5,Sidi Bouzid
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,No,2,28,80.96,Sfax
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),67.05,4309.55,No,4,12,48.74,Monastir
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,No,2,17,38.37,Sfax
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No,2,8,94.11,Bizerte
Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,No,4,13,31.83,Kairouan
Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,No,2,7,39.44,Tunis
Male,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,No,3,26,109.22,Béja
Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,8,4,25.96,Kasserine
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,No,4,6,103.87,Kebili
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,9,3,9.57,Gafsa
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,No,3,14,75.85,Sousse
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,No,4,6,32.84,Kasserine
Female,0,No,No,37,No,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,8,4,43.52,Kairouan
Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,No,4,6,19.72,Jendouba
Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,No,4,14,13.35,Siliana
Male,0,No,Yes,21,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,No,1,19,72.58,Ariana
Male,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,No,4,29,54.02,Kef
Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,No,0,13,124.02,Nabeul
Female,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,5,2,45.45,Gabès
Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,No,3,11,41.54,Gafsa
Female,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Yes,7,0,37.51,Monastir
Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,33.6,No,2,20,93.29,Zaghouan
Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,8,5,39.5,Mahdia
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,No,4,17,92.98,Kairouan
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,No,2,6,77.57,Sfax
Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,No,2,15,149.46,Zaghouan
Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,4,0,21.54,Médiénine
Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,No,2,22,48.58,Tunis
Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,5,4,42.37,Monastir
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,No,3,16,33.36,Bizerte
Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,No,4,7,125.94,Sousse
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,No,2,16,95.84,Médiénine
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,No,1,8,32.42,Sidi Bouzid
Female,1,No,No,45,Yes,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,No,1,30,56.54,Kairouan
Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,No,0,10,131.82,Zaghouan
Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,No,2,16,25.89,Gafsa
Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,No,4,30,45.89,Béja
Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,7,0,5.8,Gabès
Female,0,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,No,2,17,47.96,Sfax
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,No,3,6,26.5,Ben Arous
Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,No,3,10,67.97,Kebili
Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,No,3,30,74.53,Siliana
Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,No,4,19,85.8,Jendouba
Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,No,0,29,56.35,Kasserine
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No,3,24,29.64,Manouba
Male,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,No,3,7,113.25,Sousse
Male,0,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,No,3,15,121.86,Nabeul
Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,No,0,8,136.71,Ben Arous
Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,No,One year,Yes,Electronic check,65.2,3965.05,No,3,28,111.09,Nabeul
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,4,0,20.57,Ariana
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,5,0,28.84,Sfax
Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,5,3,32.05,Sousse
Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,10,1,12.79,Monastir
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,No,4,13,26.19,Siliana
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,No,4,27,116.92,Bizerte
Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,No,2,5,114.77,Manouba
Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,No,4,13,149.13,Sfax
Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,One year,No,Electronic check,75.15,3772.65,No,2,23,126.15,Tunis
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,No,0,7,127.91,Tunis
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,No,3,20,138.49,Mahdia
Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,No,2,24,61.08,Tunis
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,No,0,26,145.13,Monastir
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,No,2,11,125.47,Tunis
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,No,2,5,54.5,Kasserine
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,7,0,38.39,Nabeul
Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,No,2,20,130.4,Kebili
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,6,3,4.96,Monastir
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,No,4,9,38.81,Mahdia
Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,10,3,12.08,Bizerte
Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,No,4,7,128.12,Mahdia
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,5,1,40.83,Mahdia
Female,0,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,No,4,10,50.78,Nabeul
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,No,3,29,55.15,Manouba
Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,No,4,21,114.65,Gabès
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,No,2,5,53.28,Gabès
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,6,4,31.11,Kairouan
Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,No,3,10,32.53,Sousse
Male,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,No,3,28,17.71,Tunis
Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,9,2,12.01,Kebili
Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,9,2,1.98,Jendouba
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,2,7,119.71,Kairouan
Female,0,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,No,3,15,82.86,Nabeul
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,No,1,21,29.1,Tunis
Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,No,4,26,134.22,Ben Arous
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,No,1,21,80.13,Nabeul
Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,No,2,30,122.34,Sfax
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,No,3,13,37.33,Monastir
Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,65.9,660.05,No,4,10,46.95,Médiénine
Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,No,0,24,35.26,Tunis
Female,0,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,No,3,5,81.32,Sousse
Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,No,0,27,33.21,Bizerte
Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,No,3,18,68.93,Gafsa
Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,9,0,17.88,Sidi Bouzid
Male,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,6,3,41.03,Gabès
Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,No,4,18,36.34,Bizerte
Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025.0,No,0,11,144.7,Tunis
Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,7,2,45.99,Kef
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,10,2,39.17,Sfax
Male,0,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No,4,5,109.91,Kasserine
Male,0,No,No,57,Yes,No,DSL,No,Yes,No,No,No,One year,Yes,Mailed check,54.65,3134.7,No,2,11,96.17,Kairouan
Male,1,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,4,1,45.09,Gabès
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No,0,28,76.46,Béja
Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,No,1,23,93.53,Tunis
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,4,2,29.15,Manouba
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,4,2,33.55,Nabeul
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No,0,15,121.96,Kef
Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No,2,15,80.34,Kef
Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,8,3,29.2,Kasserine
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,No,2,11,132.71,Bizerte
Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543.0,No,1,25,110.68,Ben Arous
Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,7,0,30.84,Tunis
Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,5,5,46.88,Kasserine
Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,867.3,No,2,23,16.59,Sousse
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,No,2,27,100.61,Kairouan
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,4,1,31.96,Monastir
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No,3,14,43.88,Tunis
Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,No,3,13,81.71,Sousse
Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No,3,6,90.81,Siliana
Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No,3,14,140.14,Bizerte
Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No,4,5,75.25,Kairouan
